,name,price,Sale Price,Category
1907,sensodyne complete protection 70 gms(59),302,271,Tooth Paste
1908,close up tooth paste menthol fresh 145 ml(55),227,204,Tooth Paste
1909,cosmic tooth paste 125gms,105,94,Tooth Paste
1910,colgate x clean t/brush(05),100,95,Tooth Paste
1911,shield cinnamon 40 gms (tooth paste)(53),57,54,Tooth Paste
1912,medicam dental cream 65 gms bp(09),250,225,Tooth Paste
1913,colgate herbal t/ paste 150 gm(05),275,247,Tooth Paste
1914,parodntx ex/fr 50 g(59),158,142,Tooth Paste
1915,forhans tpastegiant150gm,113,101,Tooth Paste
1916,colgate grf t/ paste 20 gm(05),38,36,Tooth Paste
1917,shield tooth paste cinnamon 70 gms(53),103,92,Tooth Paste
1918,laziza dry fruit kheer mix 160 gm(82),130,117,"Dessert (Custard Cereals Kheer, Pudding)"
1919,fauji vermicellies rstd,55,52,"Dessert (Custard Cereals Kheer, Pudding)"
1920,crispo pudding egg 84 gm(59),117,105,"Dessert (Custard Cereals Kheer, Pudding)"
1921,shan delve custard 27 gm banana (62),10,9,"Dessert (Custard Cereals Kheer, Pudding)"
1922,fauji wheat flakes 250 gm pkt,327,294,"Dessert (Custard Cereals Kheer, Pudding)"
1923,fauji pfnnfridgft 500 gm,90,85,"Dessert (Custard Cereals Kheer, Pudding)"
1924,macaroni fancy long 400 gm bake parlor(59),124,111,"Dessert (Custard Cereals Kheer, Pudding)"
1925,laziza rasmalai mix 75 gm(82),195,175,"Dessert (Custard Cereals Kheer, Pudding)"
1926,jazaa vanila custard 250 gm (1q),150,135,"Dessert (Custard Cereals Kheer, Pudding)"
1927,laziza kulfa mix std 152 gm(82),195,175,"Dessert (Custard Cereals Kheer, Pudding)"
1928,mehran pista khee mix 155 gm(67),135,121,"Dessert (Custard Cereals Kheer, Pudding)"
1929,laziza pista coconut kheer 155 gm(82),130,117,"Dessert (Custard Cereals Kheer, Pudding)"
1930,fauji glow landry starch 300 ml,98,93,"Dessert (Custard Cereals Kheer, Pudding)"
1931,fauji corn flakes pkt 500 gm,510,433,"Dessert (Custard Cereals Kheer, Pudding)"
1932,national custard pdr 275 gm vanilla(56),160,144,"Dessert (Custard Cereals Kheer, Pudding)"
1933,cerelac nature pome 350 gm(57),1215,972,"Dessert (Custard Cereals Kheer, Pudding)"
1934,shan delve custard 250 gm vanilla (62),67,63,"Dessert (Custard Cereals Kheer, Pudding)"
1935,crispo custard powder strawberry 300 gm(59),179,161,"Dessert (Custard Cereals Kheer, Pudding)"
1936,crispo custard powder banana 300 gm(59),179,161,"Dessert (Custard Cereals Kheer, Pudding)"
1937,rolled wheat 250gm (88),112,100,"Dessert (Custard Cereals Kheer, Pudding)"
1938,shan ecial kheer mix pista 150 gm (62),143,128,"Dessert (Custard Cereals Kheer, Pudding)"
1939,cajun spaghetti 250 gm(59),74,70,"Dessert (Custard Cereals Kheer, Pudding)"
1940,iqra dalia jao (iqra food) (39),100,95,"Dessert (Custard Cereals Kheer, Pudding)"
1941,shan delve custard 250 gm strawberry (62),67,63,"Dessert (Custard Cereals Kheer, Pudding)"
1942,mehran sheer khurma 160 gm (67),195,175,"Dessert (Custard Cereals Kheer, Pudding)"
1943,crispo pudding mango 84 gm(59),116,104,"Dessert (Custard Cereals Kheer, Pudding)"
1944,fauji corn flakes 150 gm pkt,178,160,"Dessert (Custard Cereals Kheer, Pudding)"
1945,laziza gajar kheer 145 gm(82),130,117,"Dessert (Custard Cereals Kheer, Pudding)"
1946,jazaa strawberry custard 250 gm (1q),150,135,"Dessert (Custard Cereals Kheer, Pudding)"
1947,fauji rice flour 300 gm,99,94,"Dessert (Custard Cereals Kheer, Pudding)"
1948,branded sugar 5 kg,370,333,Commodities
1949,sugar 5kg chashma,460,414,Commodities
1950,baygon-lmd-refill 41 ml (a.k.a)(59),347,312,Baygons
1951,baygon  aerosol fik 300 ml(59),701,595,Baygons
1952,always t3 duo pack (ipad)(10),771,655,Pamper
1953,rahat premium regular (x-large) (1m),1000,850,Pamper
1954,rahat premium regular (small) (1m),1000,850,Pamper
1955,always nights t5 soft trio(10),983,835,Pamper
1956,always ultra s7 night 14x5(10),349,314,Pamper
1957,pampers mp small butterfly-pk(10),1850,1480,Pamper
1958,pampers carry pack medium butterfly-pk(10),322,289,Pamper
1959,disosable baby diaper m 8s,109,98,Pamper
1960,always s5 duo pack (prospera)(10),771,655,Pamper
1961,(wrong code)pamper mega pack mimp(10),2990,2392,Pamper
1962,always feathersoft 2in1 t3 single(10),344,309,Pamper
1963,pampers jp medium butterfly-pk(10),1110,888,Pamper
1964,always ultra s5 night duo packs(10),728,618,Pamper
1965,(wrong code) pampers jambo pack m(10),1540,1232,Pamper
1966,mitchells strawberry jam 340 gm(44),325,292,Creams
1967,jam hearts lemon bp 26.2 gm,10,9,Creams
1968,kolson jam heart strawbery & vanila 52.4 gm,20,19,Creams
1969,hankies garden dienser,187,168,Pencils
1970,wiz car shampoo polish 60 ml sct (60),64,60,Wiz Car Shampoo
1971,wiz car shampoo 60 ml sct (60),50,47,Wiz Car Shampoo
1972,cloth brush light duty asst.,200,180,Cloth Brush
1973,cloth brush(24),108,97,Cloth Brush
1974,fancy 3pcs suit in 7mtr,381,342,Clothe Dresses
1975,vast coat,42,39,Clothe Dresses
1976,middy girles,50,47,Clothe Dresses
1977,fauji vermicillies 175 gm,21,19,Vermicellis
1978,dawn burger bun (2 pieces)  120 gm (94),70,66,Burger
1979,tapal strawberry 45 gm tea bag rs-20/off(37),109,98,Tea Bag
1980,tapal dana dar 200gm tea bag (tea mat free)(37),435,391,Tea Bag
1981,yellow label tea bags 100s 200 gms (16),1190,952,Tea Bag
1982,any time maxi thick pad 9 r l,280,252,Daipers
1983,jasmine d/pb/diapers l(21),282,253,Daipers
1984,shield diaper mega bachat 62 medium (consumer(53),1553,1242,Daipers
1985,shield/diap meg/bachat 70 s(53),2445,1956,Daipers
1986,golden nimko 200 gms,15,14,Nimko
1987,nutri nimko dal mooth150 gm (1w),160,144,Nimko
1988,jazaa salty potato sticks 180 gm (1q),160,144,Nimko
1989,nimko punjabi tarka (only for jails)(39),195,175,Nimko
1990,nimko daal moong 200 gm (only for jails)(92),205,184,Nimko
1991,nimko mix 200 gm (only for jails)(92),175,157,Nimko
1992,jazaa nimco mix 200 gm (1q),160,144,Nimko
1993,nutri soghaat mix nimko150 gm (1w),200,180,Nimko
1994,bath tub no.4 clr st,620,527,bath Assets
1995,capri bath blue 115 gm,41,38,bath Assets
1996,bath brush asst.,250,225,bath Assets
1997,bath mug asst. st,88,83,bath Assets
1998,bath stool j/ st,328,295,bath Assets
1999,bath mat l,800,680,bath Assets
2000,wiper double rubber bath size,300,270,bath Assets
2001,bath tub no.5 super st,673,572,bath Assets
2002,hanger 101 grey 6pcs,172,154,Hanger
2003,koila 1 kg (only for jails) (1v),93,88,All / Non Food / OTC Products
2004,koila 5 kg bag(only for jails),495,445,All / Non Food / OTC Products
2005,shinex stainless steel scruber (1z),60,57,All / Non Food / OTC Products
2006,koila 2 kg (only for jails) (1v),186,167,All / Non Food / OTC Products
2007,cobra  7 x insecticide spray multi 500 ml,375,337,Insecticides
2008,finis all purpose insect killer liquid 425 ml (btl) (a.k.a),599,509,Insecticides
2009,cobra insecticide spray  500 ml,410,369,Insecticides
2010,cobra coils (lavendar) jumbo,70,66,Insecticides
2011,dettol asl trigger 500 ml(04),445,400,Insecticides
2012,mortein aik dual lemon 550 ml (04),893,759,Insecticides
2013,cobra coils (rose) jumbo,70,66,Insecticides
2014,cobra insect powder 133 gms,71,67,Insecticides
2015,(wrong code) 1s blades 7 o clock shra(10),34,32,Insecticides
2016,led refill 3x60  nights odourless 42 ml cp save rs.300 (04),1070,856,Insecticides
2017,led refill 120  nights fragrant 42 ml  cp save rs.100 (04),761,646,Insecticides
2018,cobra  7 x insecticide spray flying 500 ml,375,337,Insecticides
2019,car tape old and used,89,84,Electronics
2020,n.vcr old used,521,443,Electronics
2021,taksun calculator,26,24,Electronics
2022,vcd  china,1617,1293,Electronics
2023,cordless telephone long,2085,1668,Electronics
2024,video cassettes old used,17,16,Electronics
2025,picasso ball pen grip blue 10s (43),159,143,Ball point
2026,all max 110 ml  tea whitener(51),30,28,Milk
2027,olper milk 225 ml uht milk(rmum)(64),45,42,Milk
2028,karak tea whitener 200 ml,20,19,Milk
2029,daizy queen tea whitner 115 ml (51),30,28,Milk
2030,nan ha 400 gm(57),1684,1347,Milk
2031,nan ar 380 gm pak(57),2000,1600,Milk
2032,olpers strawberry flavored milk 180 ml(64),49,46,Milk
2033,nido milk pdr 900 gm (for flood relief package),1250,1000,Milk
2034,asli milk 240 ml (haleeb food)uht milk(rmum)(51),71,67,Milk
2035,milk uht 1000 ml(64),172,154,Milk
2036,tea max 175 ml tea whitener  (51),45,42,Milk
2037,haleeb milk 250 ml (ecolean) (rmut)(51),85,80,Milk
2038,tarang 125ml uht milk(rmum)(64),18,17,Milk
2039,frutru  flavored  milk 125 ml kulfi,25,23,Milk
2040,cleeno dish wash bar  140 gm,18,17,Dish wash bar
2041,mothercare baby powder pink m,108,97,Baby powder
2042,black cat talcum powder bliss 70 gm(59),170,153,Baby powder
2043,touchme talc pdr f/s(09),398,358,Baby powder
2044,english prickly heat powder junior- medium(41),274,246,Baby powder
2045,powder jhonsons 100 gm(55),130,117,Baby powder
2046,akhrot giri 200 gm,595,505,Giri
2047,akhrot giri 100 gm,300,270,Giri
2048,poly bag 6x9 half kg 1 (kg rate) (ob-p),507,430,All/Own Brand/Poly Shopping Bags
2049,poly bag 7x11 (260 pcs) per kg (ob-p),507,430,All/Own Brand/Poly Shopping Bags
2050,poly bag 10x15 (110 pcs) per kg (3kg) packing (ob-p),507,430,All/Own Brand/Poly Shopping Bags
2051,kinza orange squash 800ml,113,101,Squashes
2052,mango squash 1.5 ltr (mitchels) deleted code,202,181,Squashes
2053,lunch box geo dbl s fm,245,220,Crockery
2054,nova sylvana jug 6,370,333,Crockery
2055,mom & me gift pack-4 pcs(41),675,573,Baby Oil
2056,mothercare baby oil l,135,121,Baby Oil
2057,kinza salt iofized 800gm,13,12,Iodized Salt
2058,cleeno bath room cleaner  500 ml  thick,165,148,Toilet Cleaner
2059,strike toilet b/cleaner(12),91,86,Toilet Cleaner
2060,cleeno bath room cleaner  500 ml  red (ob-v),88,83,Toilet Cleaner
2061,cleeno bath room cleaner red  1000 ml,120,108,Toilet Cleaner
2062,doughstory  plain cake 200 gm (94),175,157,Cakes
2063,kitchen knifesuperior handle,35,33,House Holds
2064,fauji ice cream 300 gm,70,66,Cream
2065,jelly chili mili 36 bags 36 box(61),5,4,Jellies
2066,jelly abc 36 bag 36 boxes(61),5,4,Jellies
2067,jelly abc 24 bags  x 24 boxes jumbo(61),10,9,Jellies
2068,jelly chilli milli 24 bags x 24 boxes jumbo(61),10,9,Jellies
2069,agro pak sagudana 200 gm (92),173,155,Baby Food
2070,packing material 200gm (6x8) universal prime gate,3,3,All / Own Brand/Services
2071,towel l/s 54x27 ravi plastic,400,360,Towels
2072,kontrol aerosol 400ml(59),212,190,MOSQUITO OIl
2073,kontrol mosquito repellent lotion 25 ml(59),48,45,MOSQUITO OIl
2074,cobra liquid refil (rose),160,144,MOSQUITO OIl
2075,mr.muscle batoom & multipurpose 200 ml(59),62,58,MOSQUITO OIl
2076,"olper,s tarka (desi ghee) 1 kg(64)",1296,1036,Desi Ghee
2077,tehwar biryani masla 50 gm (ob-v),62,58,Recipe Spices
2078,wiz laundry detergent 50ml sachet(60),20,19,WIZ Laundry 
2079,moong shell 1 kg mv(136),310,279,Dall
2080,dal moong washed 1 kg mv (rmp)(136),322,289,Dall
2081,tea stainer double lyer m,180,162,STRAINER
2082,sarson ka saag 425 gm (mitchells fruit)(44),182,163,Tin Food
2083,boost liquid blue 75 ml (ob-v),20,19,Liquid Blach / Liquid blue
2084,shield cleaning brush s pouch(53),142,127,Toilt Brush
2085,old,2,0,book
